age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
73,167.0,77.1,H,non,bac,Île-de-France,oui,non,1195.0,veuf,3.0,0.03,581.0,898.0419999999998,500.0
37,161.2,84.1,F,non,bac+2,Normandie,oui,oui,2011.0,divorcé,1.0,0.53,805.0,631.0799999999999,1113.829489318093
58,193.19399999999996,45.5,F,non,doctorat,Île-de-France,oui,oui,3034.0,célibataire,3.0,0.19,581.0,831.9,19524.748467578767
23,177.4,91.5,H,non,master,Auvergne-Rhône-Alpes,non,non,3667.0,veuf,2.0,0.4,580.0,761.8560000000001,9768.568084750788
46,166.2,88.9,F,non,master,Bretagne,oui,oui,2991.0,marié,2.0,0.68,577.0,826.1020000000001,3956.1305457758576
74,180.5,69.4,H,oui,master,Île-de-France,oui,non,1246.0,marié,0.0,0.74,580.0,869.5260000000001,500.0
70,173.1,88.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3298.0,marié,3.0,0.53,784.0,265.2039,15117.602265736034
57,173.8,65.7,H,non,bac+2,Occitanie,non,oui,2225.0,célibataire,2.0,0.15,650.0,832.6899999999999,14448.913633781498
40,183.9,55.0,F,non,doctorat,Île-de-France,non,oui,2352.0,célibataire,1.0,0.7,553.0,1133.498,25896.143475960027
18,180.3,86.7,H,non,master,Auvergne-Rhône-Alpes,non,oui,1659.0,divorcé,4.0,0.44,684.0,850.1899999999999,20424.118436131917
30,182.8,98.7,H,oui,bac+2,Corse,oui,oui,2488.0,marié,1.0,0.74,484.0,532.08,6745.451611897515
26,167.0,103.2,H,oui,master,Normandie,non,non,3375.0,veuf,1.0,0.62,571.0,817.388,9432.456600866117
64,167.3,66.8,F,oui,bac,Hauts-de-France,non,non,2072.0,veuf,5.0,0.42,461.0,739.762,500.0
64,171.5,52.1,H,oui,doctorat,Normandie,non,oui,4057.0,divorcé,4.0,0.03,326.0,671.08,32056.67702970769
60,151.4,80.2,H,non,aucun,Normandie,oui,oui,1380.0,célibataire,3.0,0.04,581.0,628.76,500.0
46,164.9,59.9,F,oui,bac+2,Corse,oui,oui,2151.0,divorcé,5.0,0.75,628.0,857.402,500.0
20,158.4,79.0,F,oui,bac+2,Normandie,oui,oui,1349.0,marié,3.0,0.0,646.0,860.576,2970.217234330531
58,159.7,53.9,F,oui,doctorat,Normandie,oui,oui,3168.0,célibataire,1.0,0.91,553.0,812.64,21583.85196791177
64,165.4,74.8,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3212.0,veuf,2.0,0.24,577.0,1208.838,22800.89475109125
26,164.6,67.3,H,oui,doctorat,Occitanie,non,non,3343.0,célibataire,2.0,0.93,348.0,962.72,6134.9710680646285
60,179.3,61.4,H,oui,bac+2,Île-de-France,oui,non,3117.0,veuf,0.0,0.95,580.0,775.152,500.0
58,182.3,78.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1289.0,veuf,5.0,0.98,557.0,802.31,500.0
25,161.0,61.9,H,non,bac+2,Bretagne,oui,oui,2980.0,veuf,1.0,0.59,553.0,1105.318,19494.724237604543
62,162.5,70.7,F,oui,doctorat,Île-de-France,oui,non,1907.0,marié,5.0,0.14,557.0,414.25,500.0
20,173.4,66.2,H,non,aucun,Normandie,oui,oui,2709.0,célibataire,2.0,0.59,522.0,733.522,500.0
24,176.8,90.1,F,oui,aucun,Corse,non,oui,1697.0,célibataire,2.0,0.24,340.0,567.06,500.0
32,160.5,71.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,1938.0,célibataire,5.0,0.43,557.0,941.8900000000001,500.0
69,166.3,95.9,F,oui,aucun,Corse,non,oui,3205.0,divorcé,3.0,0.22,374.0,950.268,500.0
48,168.2,85.9,F,oui,master,Île-de-France,oui,oui,500.0,divorcé,2.0,0.69,577.0,482.6199999999999,18955.86650945091
20,166.6,66.0,F,non,bac,Occitanie,oui,oui,2013.0,célibataire,1.0,0.94,553.0,473.8959999999999,500.0
30,167.0,57.7,H,oui,master,Hauts-de-France,oui,non,546.0,divorcé,3.0,0.43,581.0,804.278,500.0
30,171.2,78.7,F,oui,doctorat,Île-de-France,non,oui,1360.0,célibataire,2.0,0.39,577.0,934.824,34232.663162465586
21,166.3,82.2,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2174.0,veuf,1.0,0.35,553.0,950.7280000000001,8190.753263564347
54,176.7,58.2,H,non,master,Auvergne-Rhône-Alpes,oui,non,5329.0,célibataire,0.0,0.58,580.0,734.358,500.0
71,169.5,49.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,1476.0,divorcé,5.0,0.59,557.0,854.3100000000001,500.0
30,171.4,49.4,F,oui,bac+2,Occitanie,oui,oui,2950.0,divorcé,5.0,0.98,381.0,635.04,8579.126158269033
36,171.3,72.6,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1623.0,divorcé,0.0,0.44,358.0,820.8900000000001,500.0
70,167.0,69.3,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2834.0,divorcé,2.0,0.6,577.0,734.644,7275.274272172118
52,172.1,69.9,H,oui,doctorat,Normandie,oui,non,1985.0,divorcé,2.0,0.31,577.0,939.4,500.0
67,163.9,72.1,H,non,master,Hauts-de-France,oui,non,3389.0,divorcé,0.0,0.06,806.0,891.9200000000001,500.0
72,162.9,71.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3724.0,veuf,3.0,0.69,581.0,658.432,21122.961389310374
27,167.4,89.1,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,500.0,veuf,2.0,0.55,577.0,821.9,2652.4243939331814
27,173.8,98.7,H,non,master,Normandie,non,oui,4364.0,veuf,0.0,0.48,580.0,927.848,30990.60213328678
20,176.4,102.1,F,non,master,Bretagne,non,oui,2944.0,marié,4.0,0.55,576.0,627.48,16790.505552595772
36,176.0,72.7,F,non,aucun,Hauts-de-France,non,non,2026.0,célibataire,3.0,0.04,736.0,511.742,500.0
40,172.6,62.8,F,non,doctorat,Île-de-France,oui,oui,3895.0,divorcé,4.0,0.28,305.0,782.57,26830.76427175912
27,168.0,69.6,F,oui,bac,Occitanie,oui,non,2846.0,veuf,2.0,0.24,577.0,745.922,500.0
41,179.7,74.0,F,non,aucun,Occitanie,non,oui,1787.0,marié,4.0,0.94,335.0,1028.93,500.0
75,146.9,81.4,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2324.0,marié,2.0,0.66,387.0,688.5319999999999,500.0
38,161.7,103.2,H,non,bac,Corse,oui,oui,2303.0,divorcé,2.0,0.69,378.0,1283.23,500.0
40,182.4,60.9,F,non,aucun,Bretagne,non,oui,3360.0,veuf,5.0,0.3,732.0,563.0400000000001,19703.480412800287
52,173.4,40.3,H,oui,master,Corse,non,oui,2251.0,célibataire,4.0,0.92,576.0,659.45,12152.228172828332
25,164.7,64.2,H,non,bac+2,Normandie,oui,oui,2394.0,veuf,4.0,0.36,726.0,1014.7880000000001,12317.093619693276
45,167.2,50.1,F,non,bac+2,Île-de-France,oui,oui,2753.0,veuf,0.0,0.96,484.0,543.38,500.0
64,165.4,69.6,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,2441.0,divorcé,0.0,0.87,580.0,824.8100000000001,500.0
30,174.4,53.0,F,non,master,Île-de-France,oui,oui,2484.0,divorcé,2.0,0.96,839.0,809.838,13403.464193304111
26,168.2,90.0,H,non,doctorat,Île-de-France,oui,oui,3411.0,veuf,1.0,0.65,422.0,893.082,28468.332550649942
54,156.4,45.6,H,oui,bac,Normandie,oui,oui,4744.0,veuf,5.0,0.9,761.0,1067.7759999999998,15944.351571310635
57,172.5,50.8,F,non,master,Hauts-de-France,oui,non,500.0,veuf,1.0,0.6,440.0,837.7660000000002,500.0
74,165.2,57.1,F,oui,doctorat,Hauts-de-France,oui,oui,2270.0,veuf,4.0,0.92,576.0,1220.4,9981.382567383063
48,177.3,83.8,F,oui,bac,Occitanie,non,oui,3577.0,veuf,1.0,0.38,553.0,828.86,8908.267124870377
38,174.8,53.2,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,3146.0,célibataire,0.0,0.56,580.0,922.6779999999999,500.0
60,161.9,69.0,F,non,master,Île-de-France,non,oui,1765.0,divorcé,5.0,0.1,557.0,862.46,12869.386140401331
66,170.9,56.2,H,non,bac+2,Hauts-de-France,non,oui,1414.0,marié,5.0,0.42,651.0,265.2039,7879.098508780672
52,174.8,67.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,2773.0,célibataire,1.0,0.49,553.0,1045.85,500.0
54,157.6,80.2,H,oui,doctorat,Île-de-France,oui,non,3732.0,divorcé,0.0,0.03,755.0,817.408,10625.676850883963
50,154.3,74.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4034.0,marié,5.0,0.33,557.0,496.66,13979.88369121042
66,174.2,60.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,4370.0,marié,5.0,0.32,557.0,889.0780000000001,43423.72961798803
23,177.0,90.9,F,oui,bac+2,Corse,non,oui,1039.0,célibataire,4.0,0.68,576.0,782.81,5377.4359066227125
74,159.8,35.806,H,non,master,Auvergne-Rhône-Alpes,oui,non,3829.0,célibataire,1.0,0.04,553.0,605.3019999999999,500.0
18,179.5,94.5,F,non,doctorat,Corse,non,oui,5645.0,veuf,5.0,0.44,690.0,735.356,23263.81823794237
29,184.2,69.4,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3562.0,divorcé,5.0,0.1,753.0,1086.9720000000002,25932.37750370768
73,174.6,65.8,F,oui,aucun,Île-de-France,oui,non,2258.0,veuf,2.0,0.44,577.0,738.0439999999999,500.0
53,182.8,66.5,H,oui,master,Corse,oui,non,2938.0,divorcé,1.0,0.13,553.0,789.244,500.0
61,170.9,49.8,F,oui,bac+2,Corse,non,oui,2842.0,célibataire,4.0,0.37,576.0,845.826,14628.460631927765
36,159.1,76.5,F,non,aucun,Île-de-France,oui,non,3055.0,marié,2.0,0.54,686.0,1026.402,500.0
59,171.7,91.6,F,non,master,Bretagne,oui,non,2490.0,célibataire,2.0,0.23,577.0,798.15,500.0
31,159.1,68.5,F,oui,doctorat,Île-de-France,oui,non,3060.0,divorcé,3.0,0.11,739.0,826.216,8243.367217368506
30,154.2,85.8,F,oui,aucun,Normandie,oui,oui,2997.0,divorcé,3.0,0.87,805.0,688.184,500.0
40,175.5,55.7,H,oui,aucun,Occitanie,non,oui,2200.0,célibataire,0.0,0.47,580.0,949.5260000000001,17015.694884436813
22,182.1,83.0,H,non,aucun,Occitanie,oui,oui,2232.0,divorcé,2.0,0.62,569.0,564.1780000000001,500.0
71,168.8,70.6,F,non,doctorat,Bretagne,non,non,500.0,divorcé,5.0,0.38,557.0,806.098,500.0
46,182.4,45.2,F,non,bac+2,Normandie,oui,non,500.0,célibataire,5.0,0.26,557.0,548.06,500.0
70,180.2,74.5,F,non,aucun,Corse,non,non,3329.0,veuf,0.0,0.72,612.0,633.696,500.0
50,180.2,68.1,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,500.0,divorcé,1.0,0.62,456.0,650.918,500.0
47,165.7,68.6,F,non,doctorat,Normandie,oui,oui,1181.0,divorcé,4.0,0.05,576.0,840.9359999999999,500.0
28,161.1,57.2,H,oui,master,Bretagne,non,oui,3401.0,célibataire,4.0,0.71,465.0,844.3279999999999,32916.89585109401
31,174.0,67.8,F,non,master,Occitanie,oui,non,1410.0,célibataire,4.0,0.68,576.0,922.086,500.0
57,169.5,88.3,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2371.0,divorcé,4.0,0.69,825.0,543.26,23746.99647292048
51,164.0,74.9,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,500.0,célibataire,3.0,0.24,513.0,713.5759999999999,500.0
19,153.1,64.9,H,oui,doctorat,Corse,oui,non,2564.0,veuf,4.0,0.03,576.0,663.52,500.0
49,166.0,78.1,H,non,bac+2,Corse,non,non,2306.0,célibataire,0.0,0.64,580.0,1007.164,500.0
30,174.0,83.7,H,oui,master,Occitanie,non,oui,500.0,marié,0.0,0.1,580.0,656.9540000000001,17036.680201676703
72,174.6,51.2,F,oui,aucun,Normandie,oui,non,2655.0,veuf,1.0,0.09,321.0,680.7280000000001,500.0
25,169.1,67.3,F,non,bac,Normandie,oui,oui,4143.0,célibataire,3.0,0.71,581.0,695.612,4492.145732725343
60,156.9,99.6,F,non,aucun,Occitanie,oui,oui,1449.0,veuf,3.0,0.43,581.0,804.706,500.0
70,168.0,75.2,F,non,doctorat,Occitanie,non,oui,2670.0,veuf,3.0,0.98,801.0,564.33,36896.60980019855
43,161.6,78.2,F,oui,doctorat,Occitanie,non,non,2189.0,veuf,2.0,0.85,577.0,835.358,1998.9243449274347
39,180.4,59.6,F,oui,master,Hauts-de-France,oui,non,2903.0,divorcé,1.0,0.25,807.0,1055.61,500.0
69,161.8,50.0,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2470.0,divorcé,1.0,0.78,464.0,950.7300000000001,10783.05855056268
37,153.2,70.8,F,oui,bac+2,Occitanie,non,oui,500.0,marié,3.0,0.69,400.0,656.9540000000001,12534.086087338055
44,162.8,89.8,H,non,doctorat,Normandie,oui,oui,2481.0,divorcé,5.0,0.99,579.0,792.6560000000001,14225.3372344427
74,178.9,91.9,H,non,bac+2,Bretagne,non,oui,1767.0,veuf,2.0,0.44,577.0,992.53,15635.971719797486
31,192.3,59.7,H,oui,bac,Hauts-de-France,non,oui,943.0,marié,2.0,0.47,360.0,1044.474,5572.693231935993
19,174.5,61.6,H,non,aucun,Bretagne,non,non,2779.0,divorcé,3.0,0.09,411.0,867.7819999999999,500.0
73,176.6,50.6,H,oui,aucun,Île-de-France,non,oui,1621.0,divorcé,3.0,0.76,385.0,945.82,16177.121288527109
26,146.9,66.3,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2796.0,marié,4.0,0.54,576.0,790.2540000000001,12787.499641856708
75,153.8,60.0,H,non,bac,Occitanie,oui,oui,1641.0,veuf,4.0,0.74,576.0,713.54,500.0
25,158.5,68.9,F,non,bac+2,Bretagne,non,oui,500.0,célibataire,0.0,0.14,331.0,806.098,3602.0572172903267
29,163.6,54.0,F,non,aucun,Occitanie,non,oui,3212.0,divorcé,5.0,0.61,557.0,1208.838,2371.972611770464
61,174.8,103.2,H,non,aucun,Île-de-France,non,oui,2613.0,divorcé,0.0,0.34,670.0,1026.8200000000002,7438.027916673134
68,176.0,76.4,F,oui,doctorat,Hauts-de-France,non,oui,5345.0,marié,1.0,0.63,363.0,734.358,28168.06385337335
56,180.6,59.4,H,oui,aucun,Hauts-de-France,non,non,1776.0,marié,1.0,0.43,553.0,477.98199999999997,500.0
29,193.19399999999996,60.1,H,oui,doctorat,Normandie,non,non,4510.0,marié,5.0,0.34,557.0,1105.118,14476.711366790529
64,186.3,89.4,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3432.0,veuf,1.0,0.48,553.0,864.9620000000001,28433.95647982497
60,165.5,79.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,4102.0,célibataire,1.0,0.83,553.0,923.142,43887.63323854497
71,193.19399999999996,73.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2161.0,marié,3.0,0.06,581.0,421.1,500.0
43,161.4,64.6,F,oui,bac+2,Normandie,non,oui,3974.0,divorcé,4.0,0.96,303.0,653.044,23670.74957331744
25,185.9,47.5,F,non,bac+2,Corse,oui,non,1245.0,marié,4.0,0.53,576.0,760.462,500.0
73,179.1,57.6,H,oui,aucun,Hauts-de-France,oui,oui,3991.0,divorcé,1.0,0.11,553.0,752.284,500.0
45,168.7,84.5,F,oui,bac,Normandie,oui,oui,3686.0,marié,2.0,0.87,390.0,566.08,7549.507251288014
59,162.0,41.0,F,oui,aucun,Bretagne,oui,oui,2768.0,célibataire,5.0,0.65,557.0,1002.6780000000001,6847.684831678455
58,175.5,65.6,F,oui,bac,Hauts-de-France,oui,oui,1326.0,célibataire,5.0,0.53,557.0,856.0459999999999,500.0
66,184.8,72.2,H,oui,bac+2,Île-de-France,non,non,1272.0,célibataire,1.0,0.04,553.0,770.01,500.0
19,163.7,71.0,F,oui,bac,Hauts-de-France,non,oui,2320.0,célibataire,5.0,0.73,557.0,752.984,13337.63621486146
25,174.2,48.3,F,oui,bac+2,Bretagne,non,oui,500.0,marié,4.0,0.26,562.0,806.098,12483.11135845582
42,170.6,73.7,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2521.0,célibataire,4.0,0.92,576.0,663.058,27258.509415783898
51,169.7,86.7,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,565.0,marié,4.0,0.85,468.0,734.92,500.0
39,169.2,73.8,H,non,bac,Auvergne-Rhône-Alpes,non,non,626.0,célibataire,3.0,0.39,655.0,770.38,500.0
41,193.19399999999996,49.5,F,oui,master,Normandie,oui,non,3646.0,divorcé,1.0,0.36,553.0,543.18,500.0
18,156.7,62.7,F,oui,doctorat,Hauts-de-France,oui,non,869.0,veuf,3.0,0.77,484.0,1053.52,500.0
68,172.0,69.2,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3370.0,veuf,3.0,0.83,844.0,778.9879999999999,26325.54973326867
54,165.2,56.3,H,non,bac+2,Hauts-de-France,oui,oui,1974.0,marié,4.0,0.94,576.0,695.816,9046.498896998608
58,156.4,86.3,F,oui,bac,Île-de-France,non,oui,3330.0,divorcé,5.0,0.4,557.0,633.6960000000001,24341.10694073292
21,167.6,68.8,F,oui,doctorat,Corse,non,non,3155.0,célibataire,2.0,0.76,510.0,737.7659999999998,500.0
26,151.7,45.0,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,3151.0,marié,5.0,0.29,363.0,779.8300000000002,500.0
40,179.7,63.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,2542.0,divorcé,2.0,0.29,421.0,955.692,500.0
45,159.4,62.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1928.0,veuf,4.0,0.53,576.0,979.354,500.0
71,165.7,51.7,F,non,bac+2,Hauts-de-France,non,oui,1311.0,marié,4.0,0.32,576.0,871.0039999999999,500.0
67,185.9,55.8,H,oui,bac,Hauts-de-France,oui,oui,2073.0,marié,5.0,0.17,517.0,758.0060000000001,2957.735052299841
71,170.3,63.6,H,oui,master,Normandie,non,oui,1726.0,veuf,0.0,0.24,580.0,706.24,18950.107921604256
47,177.7,73.0,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1414.0,marié,0.0,0.98,344.0,601.182,13904.822032884444
67,172.9,63.1,H,non,aucun,Corse,oui,oui,3963.0,divorcé,2.0,0.43,577.0,869.858,500.0
43,163.1,58.9,F,non,bac,Hauts-de-France,non,oui,4147.0,veuf,1.0,0.58,553.0,968.184,1303.426423485049
33,151.8,64.7,F,oui,master,Hauts-de-France,non,non,2762.0,veuf,5.0,0.32,440.0,817.188,500.0
25,184.2,78.5,F,non,aucun,Corse,oui,oui,3217.0,célibataire,3.0,0.92,581.0,844.2139999999999,500.0
28,154.8,46.9,H,non,master,Hauts-de-France,oui,oui,633.0,divorcé,1.0,0.92,300.0,743.492,3681.716862447288
38,185.0,57.2,H,oui,aucun,Hauts-de-France,non,non,3344.0,veuf,2.0,0.69,791.0,934.3900000000001,500.0
43,181.1,78.7,H,oui,doctorat,Hauts-de-France,non,oui,3568.0,divorcé,1.0,0.46,784.0,1006.02,38581.58326076975
52,170.3,63.8,H,non,doctorat,Corse,oui,oui,3605.0,divorcé,1.0,0.61,546.0,698.6139999999999,14852.347077061037
28,180.8,61.8,F,oui,master,Corse,non,oui,1995.0,divorcé,5.0,0.25,488.0,591.5899999999999,11408.76158074839
62,154.6,72.6,F,non,bac+2,Hauts-de-France,non,oui,2619.0,divorcé,2.0,0.35,670.0,888.5279999999999,7589.296723322725
36,183.6,48.4,H,oui,doctorat,Bretagne,oui,oui,4122.0,divorcé,0.0,0.03,615.0,281.27,37021.24314335338
29,173.0,65.5,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,2083.0,veuf,4.0,0.2,430.0,825.08,500.0
39,186.8,60.2,F,oui,doctorat,Occitanie,non,oui,4064.0,marié,1.0,0.2,553.0,1090.72,38597.40698768768
43,172.0,93.8,F,non,doctorat,Occitanie,non,oui,2119.0,marié,2.0,0.6,682.0,1139.118,27709.49832108441
65,167.1,49.0,F,non,doctorat,Occitanie,oui,oui,500.0,divorcé,1.0,0.36,553.0,656.9540000000001,500.0
27,164.2,88.7,F,non,bac+2,Corse,oui,oui,2471.0,veuf,5.0,0.8,557.0,867.3799999999999,500.0
18,177.6,59.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1775.0,célibataire,1.0,0.41,573.0,477.98199999999997,8427.679988847724
45,170.0,77.3,F,oui,doctorat,Occitanie,oui,non,500.0,marié,4.0,0.71,576.0,1257.37,500.0
42,159.1,72.5,H,non,aucun,Bretagne,non,non,1852.0,célibataire,3.0,0.65,581.0,737.85,500.0
64,157.1,74.4,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1185.0,marié,1.0,0.6,423.0,761.76,500.0
38,176.6,74.1,H,oui,bac+2,Île-de-France,non,non,1930.0,marié,1.0,0.5,595.0,908.2480000000002,500.0
59,159.8,93.4,F,non,bac,Hauts-de-France,oui,oui,2403.0,veuf,2.0,0.3,577.0,981.972,500.0
63,173.6,47.6,F,oui,bac+2,Hauts-de-France,oui,oui,1901.0,célibataire,0.0,0.13,580.0,813.472,9346.241062621397
69,181.2,55.0,F,oui,aucun,Île-de-France,non,non,5059.0,célibataire,5.0,0.69,557.0,835.2299999999999,3578.8122995430704
67,165.3,53.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2448.0,célibataire,1.0,0.13,413.0,437.72200000000004,500.0
36,151.3,85.3,H,oui,bac+2,Hauts-de-France,oui,non,3676.0,divorcé,0.0,0.88,353.0,764.54,500.0
65,176.0,61.7,F,oui,master,Bretagne,oui,non,4607.0,célibataire,0.0,0.52,523.0,867.14,500.0
48,159.2,72.2,H,oui,master,Normandie,non,oui,3180.0,divorcé,3.0,0.6,581.0,817.1200000000001,36556.59307284404
53,173.8,54.8,F,non,bac,Corse,oui,non,2429.0,marié,5.0,0.79,644.0,808.754,500.0
20,187.1,86.7,F,oui,bac,Corse,oui,oui,2487.0,marié,2.0,0.6,577.0,724.426,500.0
32,174.2,67.2,H,oui,doctorat,Île-de-France,oui,non,500.0,marié,2.0,0.89,577.0,482.6199999999999,500.0
60,166.6,62.8,F,non,doctorat,Hauts-de-France,non,non,1996.0,divorcé,3.0,0.99,541.0,565.184,500.0
62,171.8,41.0,F,oui,bac,Hauts-de-France,oui,oui,2003.0,divorcé,4.0,0.69,576.0,904.17,1428.5107814896191
18,173.4,55.4,H,non,doctorat,Occitanie,oui,non,795.0,veuf,2.0,0.3,307.0,588.964,500.0
39,186.5,63.3,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2621.0,marié,2.0,0.46,577.0,923.994,17700.961735700923
51,180.0,57.3,F,non,master,Normandie,non,oui,751.0,célibataire,5.0,0.24,765.0,632.772,5304.565695489534
57,154.5,49.9,F,oui,bac,Hauts-de-France,oui,oui,2377.0,marié,3.0,0.31,638.0,505.65199999999993,7964.866269439541
71,176.9,97.2,H,non,bac,Hauts-de-France,non,oui,1156.0,marié,3.0,0.69,448.0,941.8459999999999,500.0
48,154.6,52.5,H,oui,doctorat,Bretagne,oui,oui,4514.0,marié,1.0,0.73,553.0,1111.686,34340.561702198414
46,163.4,79.0,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3260.0,marié,0.0,0.05,580.0,906.808,12967.610492373218
25,178.6,61.4,F,oui,doctorat,Île-de-France,non,oui,2358.0,marié,1.0,0.48,798.0,872.392,39095.70132515807
62,172.9,59.9,H,oui,aucun,Occitanie,oui,non,3388.0,divorcé,4.0,0.48,840.0,905.408,500.0
37,173.3,40.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3079.0,célibataire,2.0,0.15,313.0,634.958,500.0
69,158.4,74.0,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2030.0,veuf,0.0,0.25,509.0,773.268,17858.7134257502
40,172.8,56.9,F,non,bac+2,Occitanie,non,oui,1145.0,veuf,4.0,0.33,576.0,289.98,4885.126472172284
53,170.3,61.2,H,non,master,Auvergne-Rhône-Alpes,non,non,4096.0,divorcé,1.0,0.08,553.0,931.21,10957.563256599551
39,170.3,63.5,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4592.0,divorcé,1.0,0.37,553.0,761.03,46866.76671580148
59,185.8,88.7,F,oui,aucun,Occitanie,non,oui,1693.0,veuf,0.0,0.66,580.0,713.068,9210.633097072685
34,174.2,57.5,F,non,bac,Hauts-de-France,non,non,1370.0,divorcé,1.0,0.13,330.0,1153.82,500.0
61,154.1,60.6,H,oui,bac+2,Normandie,non,oui,1226.0,veuf,1.0,0.6,553.0,706.956,21253.504165053688
54,166.2,86.4,F,oui,master,Île-de-France,oui,oui,1434.0,marié,3.0,0.23,581.0,827.5019999999998,9332.083526883216
73,184.4,68.2,F,oui,doctorat,Hauts-de-France,oui,oui,1579.0,célibataire,3.0,0.01,445.0,836.5600000000001,15798.705570103417
26,173.3,77.6,F,non,aucun,Île-de-France,oui,oui,4095.0,marié,0.0,0.51,580.0,780.928,7532.138945560896
18,171.6,75.4,H,oui,master,Hauts-de-France,non,non,1939.0,divorcé,4.0,0.38,386.0,828.4619999999999,500.0
49,146.9,56.6,H,non,bac,Bretagne,non,non,2961.0,veuf,4.0,0.71,576.0,770.1940000000001,500.0
40,156.2,54.5,H,oui,bac+2,Occitanie,oui,oui,3053.0,veuf,5.0,0.19,557.0,1078.0120000000002,23766.59476410503
38,163.3,103.2,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3685.0,marié,1.0,0.68,523.0,584.946,32008.185485476926
50,163.2,88.0,F,non,aucun,Auvergne-Rhône-Alpes,non,non,500.0,veuf,1.0,0.94,553.0,788.75,500.0
50,170.4,53.1,H,oui,bac+2,Occitanie,oui,oui,2558.0,marié,1.0,0.88,576.0,778.72,11500.035406653124
36,179.1,74.7,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,500.0,célibataire,5.0,0.08,557.0,265.2039,12737.218091515948
34,156.6,66.8,F,non,bac+2,Île-de-France,non,oui,3770.0,veuf,1.0,0.63,553.0,609.818,24198.55602015513
47,157.0,78.3,F,oui,bac+2,Hauts-de-France,non,non,612.0,veuf,3.0,0.19,743.0,758.374,500.0
23,162.2,79.6,F,non,bac+2,Bretagne,oui,non,500.0,veuf,0.0,0.61,580.0,643.82,500.0
58,162.1,43.0,F,oui,aucun,Corse,non,non,991.0,célibataire,2.0,0.8,827.0,885.4960000000001,500.0
53,167.8,65.8,F,non,aucun,Bretagne,oui,non,2076.0,marié,2.0,0.48,577.0,759.8219999999999,500.0
58,166.2,75.0,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,921.0,divorcé,1.0,0.04,553.0,1052.648,1167.099525275034
28,152.2,75.3,H,oui,master,Hauts-de-France,non,oui,4233.0,divorcé,0.0,0.32,580.0,785.0239999999999,30444.41752606657
19,174.8,78.9,H,oui,doctorat,Hauts-de-France,oui,oui,2990.0,divorcé,3.0,0.62,581.0,735.9260000000002,24511.42535744556
50,168.2,74.4,H,oui,bac+2,Île-de-France,oui,oui,1399.0,célibataire,5.0,0.11,557.0,816.408,8067.806029332422
65,166.7,96.2,F,non,aucun,Île-de-France,non,non,962.0,marié,5.0,0.38,603.0,825.348,500.0
